amfi_code,scheme_name,cagr_1yr,cagr_3yr,cagr_5yr,sharpe_ratio,sharpe_rank,sortino_ratio,sortino_rank,alpha,beta,alpha_rank,max_drawdown,mdd_rank
100016,HDFC Top 100 Fund - Regular Plan - Growth,-0.022257773892688015,0.010314071541667635,0.026370743672111008,-0.18765046878624012,36.0,-0.32689151971851865,36.0,0.03747580763443281,-0.05826843143880892,39.0,-0.24734440880673303,34.0
100025,HDFC Short Term Debt Fund - Regular - Growth,0.03707552701889649,0.03905220442262691,0.04458209619173137,-0.515437823586193,40.0,-0.8560302343201753,39.0,0.042817920315060876,0.0011582183155281456,38.0,-0.04308263824636349,4.0
100033,HDFC Mid-Cap Opportunities Fund - Regular - Growth,0.5327719549540499,0.3247239299259015,0.3012315310072722,1.1043517629506807,7.0,1.8469503846584163,9.0,0.2719535450128533,0.005103525830528319,6.0,-0.16217208574644848,20.0
101206,ABSL Frontline Equity Fund - Regular - Growth,0.4796379447633372,0.28691350124044,0.2353836133468803,1.0410608155745147,9.0,1.8238221245494697,11.0,0.21399784776051212,0.021086316250128037,12.0,-0.11291596329323073,9.0
101207,ABSL Small Cap Fund - Regular - Growth,-0.24000309180292634,-0.04696790008203122,0.07938764837247714,0.1704806951883158,29.0,0.2899434627844259,29.0,0.10897091901704538,-0.06528924788351523,27.0,-0.3544691649336603,38.0
101208,ABSL Liquid Fund - Regular - Growth,0.07241777200393584,0.0631958960373935,0.06509026855465327,-0.41722938246152697,39.0,-0.8599882960465485,40.0,0.060861457957871144,0.0002667096833823837,33.0,-0.0016224980244717857,3.0
102885,UTI Nifty 50 Index Fund - Regular - Growth,0.20222858595384663,0.1965954550237461,0.18232378887705947,0.8328147683762684,17.0,1.4633559194130303,17.0,0.17048756803412696,-0.019486785689474522,19.0,-0.1085986215250232,7.0
102886,UTI Mid Cap Fund - Regular - Growth,-0.16807959958672036,-0.009520899263632643,0.011717454918341197,-0.19470738058320322,37.0,-0.3284565753223462,37.0,0.028969397866379445,-0.042125029021894356,40.0,-0.2800112356639287,35.0
102887,UTI Flexi Cap Fund - Regular - Growth,0.1359304393755194,0.2478832481994071,0.16841120247307528,0.6323192432780438,23.0,1.1112531868716367,23.0,0.16211256794033255,0.016682689437770844,21.0,-0.21539827112383225,30.0
118632,Nippon India Large Cap Fund - Regular - Growth,0.340078958236512,0.22580319978129526,0.24049492662391758,1.0959175992660917,8.0,1.874520974620379,8.0,0.21829397904608644,-0.008353832126962014,11.0,-0.17414075086657232,23.0
118633,Nippon India Large Cap Fund - Direct - Growth,0.25559539940517384,0.21261439677135763,0.16274217354504272,0.6596198173038663,22.0,1.1802639217756734,20.0,0.1564383594816967,-0.03663900671860936,22.0,-0.18629743138595511,26.0
118634,Nippon India Small Cap Fund - Regular - Growth,0.158228664455887,0.07253142755996045,0.16373474033415758,0.4564261243061778,26.0,0.7593103107066204,26.0,0.1750072167561127,0.10349663691337589,18.0,-0.2334488614483311,32.0
118635,Nippon India ETF Nifty 50 BeES,0.22510248103762276,0.19417422877238733,0.15957231179671738,0.6803950621402514,20.0,1.1645718432365222,21.0,0.1513635464823924,-0.001433521389780124,23.0,-0.1165062450540909,10.0
118636,Nippon India Gilt Securities Fund - Regular - Growth,0.1046246278808034,0.03831033665759387,0.05316889625171273,-0.30601321923949254,38.0,-0.5264477441439439,38.0,0.05074772999976104,0.0012566742731558514,35.0,-0.08316361763638702,6.0
119092,Axis Bluechip Fund - Regular - Growth,0.0161022963455828,0.012294499594462938,0.06367989237605243,0.04524532299034365,32.0,0.07726939989270211,32.0,0.0689952982167755,0.009730745001153646,30.0,-0.1440161790933726,15.0
119093,Axis Bluechip Fund - Direct - Growth,0.19781538524100495,0.20193301342558323,0.07897557854375958,0.14404122210428386,30.0,0.245694880564703,30.0,0.08232801295222093,0.02588321244009315,28.0,-0.21751396370148224,31.0
119094,Axis Midcap Fund - Regular - Growth,0.22277897154308546,0.3536241608318782,0.2821441719365203,1.0086257891314472,11.0,1.7215395040309875,12.0,0.2607666908004223,-0.0662654286280376,9.0,-0.20960883862039192,28.0
119095,Axis Small Cap Fund - Regular - Growth,-0.42819495166622135,-0.10946469561894523,0.015215045330823962,-0.06792567846937406,34.0,-0.11460687214622649,34.0,0.048015953637759554,-0.06695117463929204,37.0,-0.5167775370852656,39.0
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,0.05525880326360788,0.05917941079458866,0.05889418716346717,-0.1757233632822942,35.0,-0.2922063461300963,35.0,0.05620895216638369,-0.006413850728276462,34.0,-0.04328728923970093,5.0
119551,SBI Bluechip Fund - Regular Plan - Growth,0.6048929711840034,0.3037187388561935,0.25804686425584,1.2229472146851277,4.0,2.166271744040442,4.0,0.23201007160635082,-0.031751441138909736,10.0,-0.1501238549864533,17.0
119552,SBI Bluechip Fund - Direct Plan - Growth,0.057101178520777784,0.15742922290247297,0.21524235873769704,0.9677516848309498,12.0,1.6342152696671464,15.0,0.1986859936686296,-0.026159307513513426,15.0,-0.11803493502764295,11.0
119598,SBI Small Cap Fund - Regular Plan - Growth,0.8285157468100046,0.26090497506528454,0.32423536152454613,0.9533324621776285,14.0,1.6895374158843341,13.0,0.3033696538698332,-0.023196062044059704,1.0,-0.2870600572176455,36.0
119599,SBI Small Cap Fund - Direct Plan - Growth,0.13957994357447734,-0.01168449961361806,0.02054484701809378,-0.04910116945430196,33.0,-0.08104211157829277,33.0,0.048824215945539845,0.0620018043826717,36.0,-0.5257422117012851,40.0
120503,ICICI Pru Bluechip Fund - Regular - Growth,0.08495135972254553,0.13991312860448546,0.18785325598262204,0.8125023019488147,18.0,1.3623043410349187,18.0,0.17703302365844073,-0.040268952369820595,17.0,-0.13897862823061635,14.0
120504,ICICI Pru Bluechip Fund - Direct - Growth,0.13073788394478303,0.33170882870125795,0.2329511862010305,1.0405688566490547,10.0,1.8299932374310814,10.0,0.2119482701352573,0.016232169761416997,13.0,-0.12588275606922517,12.0
120505,ICICI Pru Midcap Fund - Regular - Growth,0.29627681171526876,0.3154257465577195,0.3282740607461121,1.190558596306751,5.0,2.047335934410807,5.0,0.2926358334175106,0.0005490042506317072,3.0,-0.18188513572116294,25.0
120506,ICICI Pru Value Discovery Fund - Regular - Growth,0.4185299002066023,0.17851437743108134,0.1708486725575018,0.6621241011051738,21.0,1.1182652693628494,22.0,0.1625385327998104,0.041896462728119775,20.0,-0.1982565826298267,27.0
120507,ICICI Pru Liquid Fund - Regular - Growth,0.07430320855847317,0.07390069161857182,0.07237539728384412,0.9041623305389646,16.0,1.9189951390701017,6.0,0.06746210411099539,-0.0004440926329707229,31.0,-0.0009773140045925555,1.0
120841,Kotak Bluechip Fund - Regular - Growth,0.1684955152939842,0.1721623262817371,0.1353221114899239,0.5092559163430063,24.0,0.8887219510725978,24.0,0.13042924450705445,0.0363563990221998,25.0,-0.1757361416468729,24.0
120842,Kotak Emerging Equity Fund - Regular - Growth,0.22518986942465924,0.06907475592399304,0.06701543482038463,0.08727318479040215,31.0,0.14318971047142437,31.0,0.0780443887615508,0.018056874208118138,29.0,-0.24003511326274884,33.0
120843,Kotak Flexicap Fund - Regular - Growth,0.2667758391882715,0.2971498487228468,0.3090745475400549,1.3194419817117224,2.0,2.387294819301252,2.0,0.27330465038306057,-0.02282956979242655,5.0,-0.1297396816518679,13.0
120844,Kotak Liquid Fund - Regular - Growth,0.07125369741102916,0.06707289977817266,0.06915272985067156,0.304251823334345,28.0,0.6435697986649205,27.0,0.06455677495375998,-0.0004007442394784014,32.0,-0.0011629327956168556,2.0
125497,HDFC Top 100 Fund - Direct Plan - Growth,0.286975804558778,0.18123737767800474,0.19017795344711463,0.7895427197023169,19.0,1.3542397613311943,19.0,0.17729754927531766,0.04882040425957739,16.0,-0.15200013055606398,18.0
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,0.15455077019290386,0.11667209021626102,0.11301817123279978,0.31160409740522205,27.0,0.5274180707346516,28.0,0.11989100971217971,0.009054412621739151,26.0,-0.21117279560132118,29.0
148567,Mirae Asset Large Cap Fund - Regular - Growth,0.2037595706234765,0.34189711382520116,0.3097410750185903,1.4625040290030795,1.0,2.4090559821851603,1.0,0.2698375144191807,0.023683558075848637,7.0,-0.11265729075028275,8.0
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.14279834500870736,0.1466503452522394,0.2251686900711385,0.9393621577599311,15.0,1.655787584104213,14.0,0.20873010086942337,-0.026387719943843025,14.0,-0.1527259422823477,19.0
148569,Mirae Asset Tax Saver Fund - Regular - Growth,0.3978380253854239,0.2841438183330016,0.3194952310833252,1.2463441409620541,3.0,2.166757255394662,3.0,0.2827036785246582,0.018133884083859235,4.0,-0.1639674294693263,21.0
149322,DSP Top 100 Equity Fund - Regular - Growth,0.1812461925339035,0.17977145345244416,0.13393275924001857,0.47809172805239786,25.0,0.7852114290495582,25.0,0.13173190226099432,-0.004050271130006523,24.0,-0.14844576917771746,16.0
149323,DSP Midcap Fund - Regular - Growth,0.21497414349538224,0.26900397434057965,0.29581086910433996,1.1434895599140866,6.0,1.893929072818848,7.0,0.26598577542043045,-0.0025230046646992775,8.0,-0.17248105753451382,22.0
149324,DSP Small Cap Fund - Regular - Growth,0.6519546577826334,0.26952700027230536,0.3228744045157361,0.9579170598994391,13.0,1.633643228346098,16.0,0.3005787817097677,0.011455159960520695,2.0,-0.31171900300634214,37.0
